0.000000000000000000e+00	5.999999999999999778e-01	8.750000000000000000e-01	0.000000000000000000e+00	5.000000000000000000e+00
1.000000000000000056e-01	2.923227759242653656e-01	8.827640926667682519e-01	1.328248799089329719e-05	4.601764937863189964e+00
2.000000000000000111e-01	1.370582846468273996e-01	8.822825724211510456e-01	8.777221886821993371e-06	4.235257366641178578e+00
3.000000000000000444e-01	6.930254063738926218e-02	8.808919714922177624e-01	7.627812603570956245e-06	3.897957896939495459e+00
4.000000000000000222e-01	5.079495444489133538e-02	8.794153615007648250e-01	7.347547196075865412e-06	3.587541903561781709e+00
5.000000000000000000e-01	5.932645138120631184e-02	8.779374544299982652e-01	7.441768137074025158e-06	3.301848960216903439e+00
6.000000000000000888e-01	8.208728952181967853e-02	8.764823128436067812e-01	7.746559078927782796e-06	3.038896373943978269e+00
7.000000000000000666e-01	1.117394922304755372e-01	8.750883896755937696e-01	8.193697402403268682e-06	2.796875660873181069e+00
8.000000000000000444e-01	1.441089981009083532e-01	8.738203762226471882e-01	8.751526662139505827e-06	2.574124299363613755e+00
9.000000000000000222e-01	1.768493883171691761e-01	8.727662181161756072e-01	9.405581653880507306e-06	2.369110382385845259e+00
1.000000000000000000e+00	2.086681307405481856e-01	8.720272157290820392e-01	1.015085682354026753e-05	2.180422743394827556e+00
1.100000000000000089e+00	2.388784183514647552e-01	8.717068757880509500e-01	1.098822665313607257e-05	2.006761933176507195e+00
1.200000000000000178e+00	2.671403550308462660e-01	8.719016661856705541e-01	1.192267811466977544e-05	1.846931640526309204e+00
1.300000000000000044e+00	2.933120391248084102e-01	8.726946250158204021e-01	1.296221727908618630e-05	1.699830638148640105e+00
1.400000000000000133e+00	3.173641403392346572e-01	8.741516347232378692e-01	1.411768347489689474e-05	1.564445292337134363e+00
1.500000000000000000e+00	3.393310714888467805e-01	8.763198131036885608e-01	1.540196958313006230e-05	1.439842632082042106e+00
1.600000000000000089e+00	3.592830293100402472e-01	8.792274329959193224e-01	1.682876446080566128e-05	1.325163949167884159e+00
1.700000000000000178e+00	3.773100084526371245e-01	8.828849137971815919e-01	1.841025828097494086e-05	1.219618899899310271e+00
1.800000000000000044e+00	3.935129406486192472e-01	8.872864857789203308e-01	2.018760676657906374e-05	1.122480039438195742e+00
1.900000000000000133e+00	4.079974080659152236e-01	8.924123000465371547e-01	2.215963325446968413e-05	1.033077946723651719e+00
2.000000000000000000e+00	4.208713347209015465e-01	8.982307045267391432e-01	2.435875411636872915e-05	9.507963833134558396e-01
2.100000000000000089e+00	4.322424014026442496e-01	9.047005924505404639e-01	2.681239897422906822e-05	8.750682555260924644e-01
2.200000000000000178e+00	4.422167763855615052e-01	9.117736803135364498e-01	2.955121447482320830e-05	8.053716132388106796e-01
2.300000000000000266e+00	4.508981328518316123e-01	9.193966073376935721e-01	3.260945545915038771e-05	7.412261140395264292e-01
2.400000000000000355e+00	4.583868857854093148e-01	9.275129114189889501e-01	3.602546130060308479e-05	6.821896033891772237e-01
2.500000000000000000e+00	4.647796504253191019e-01	9.360646560638955505e-01	3.984220407229442510e-05	6.278551582676182852e-01
2.600000000000000089e+00	4.701688074240761850e-01	9.449938338740225818e-01	4.410797066591304051e-05	5.778483044321701678e-01
2.700000000000000178e+00	4.746421548932530654e-01	9.542435791864479766e-01	4.887704911212646121e-05	5.318243626883321085e-01
2.800000000000000266e+00	4.782826937339565432e-01	9.637590740449424320e-01	5.421077177712237832e-05	4.894660993777388280e-01
2.900000000000000355e+00	4.811684909824390788e-01	9.734882390802302998e-01	6.017841767686262497e-05	4.504815576391283383e-01
3.000000000000000000e+00	4.833726198086835124e-01	9.833822347548661913e-01	6.685841504192892824e-05	4.146020396467802738e-01
3.100000000000000089e+00	4.849631746516514519e-01	9.933958016213878528e-01	7.434032544196478222e-05	3.815802420650440396e-01
3.200000000000000178e+00	4.860033502540880290e-01	1.003487446173668030e+00	8.272705290383957591e-05	3.511885517677155732e-01
3.300000000000000266e+00	4.865515631153786713e-01	1.013619493390343962e+00	9.213569600932641063e-05	3.232174897272488967e-01
3.400000000000000355e+00	4.866615955452497366e-01	1.023758058177826280e+00	1.026963537191196487e-04	2.974742636959796793e-01
3.500000000000000000e+00	4.863828083200113506e-01	1.033872943982216297e+00	1.145539063607618058e-04	2.737814351381845368e-01
3.600000000000000089e+00	4.857604924878148323e-01	1.043937487148195231e+00	1.278842099424090900e-04	2.519756985728228149e-01
3.700000000000000178e+00	4.848363273259689299e-01	1.053928377231544644e+00	1.429284757645908480e-04	2.319067545884977988e-01
3.800000000000000266e+00	4.836487196141526224e-01	1.063825464174988911e+00	1.600250674509789116e-04	2.134362740670540937e-01
3.900000000000000355e+00	4.822291573859725511e-01	1.073611419284561164e+00	1.791610128665715789e-04	1.964369256668572483e-01
4.000000000000000000e+00	4.806116221474785455e-01	1.083271585062417497e+00	2.009091127457215422e-04	1.807916245122562215e-01
4.100000000000000533e+00	4.788236312974966102e-01	1.092793767857217491e+00	2.255906345324603616e-04	1.663924421756104721e-01
4.200000000000000178e+00	4.768910397782678001e-01	1.102167966034835356e+00	2.536670594699883506e-04	1.531401514746316417e-01
4.299999999999999822e+00	4.748373070095156523e-01	1.111386178671157410e+00	2.856772885033189140e-04	1.409434254429394739e-01
4.400000000000000355e+00	4.726839456725785982e-01	1.120442196945139690e+00	3.222693393033305227e-04	1.297181922024176759e-01
4.500000000000000000e+00	4.704505713877453199e-01	1.129331435884156853e+00	3.642060070644093355e-04	1.193870897709058132e-01
