0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.800000000000000044e+00	0.000000000000000000e+00
1.000000000000000000e+00	7.310984758787772604e-04	6.011550285961703155e-01	1.782092172426792187e+00	3.200124257362001439e-03
2.000000000000000000e+00	1.846877513678557179e-03	1.069549555100770766e+00	1.764373159262886404e+00	1.154056638616560680e-02
3.000000000000000000e+00	2.573673152164317451e-03	1.488789992561163622e+00	1.746839669918542004e+00	2.418621354236891521e-02
4.000000000000000000e+00	2.984233114239237625e-03	1.880009115589274860e+00	1.729486186289808991e+00	4.072735468968174261e-02
5.000000000000000000e+00	3.197064949719810503e-03	2.252367327039531020e+00	1.712308391498565729e+00	6.089731147006735568e-02
6.000000000000000000e+00	3.288912153563087332e-03	2.610788548942595710e+00	1.695302985400428897e+00	8.449906312038736600e-02
7.000000000000000000e+00	3.304755802623836683e-03	2.958264286897943407e+00	1.678467292958070178e+00	1.113758102017445711e-01
8.000000000000000000e+00	3.271357227068913496e-03	3.296763757311986343e+00	1.661799013558294957e+00	1.413964976499606230e-01
9.000000000000000000e+00	3.205471835189294995e-03	3.627659141817539012e+00	1.645296081003890354e+00	1.744477481240354899e-01
1.000000000000000000e+01	3.118202010855448958e-03	3.951948075719514897e+00	1.628956585682027169e+00	2.104289650464227501e-01
1.100000000000000000e+01	3.017253208033687188e-03	4.270380269281750962e+00	1.612778729192702709e+00	2.492491638802518117e-01
1.200000000000000000e+01	2.908136835655038190e-03	4.583534144342914729e+00	1.596760796034198737e+00	2.908248216881896830e-01
1.300000000000000000e+01	2.794850298574650446e-03	4.891865654920737327e+00	1.580901134679394193e+00	3.350783594423681899e-01
1.400000000000000000e+01	2.680307920243553063e-03	5.195740670952140761e+00	1.565198144051386908e+00	3.819370362339635783e-01
1.500000000000000000e+01	2.566605559629394490e-03	5.495457253501153438e+00	1.549650263813485029e+00	4.313321218105571342e-01
1.600000000000000000e+01	2.455236529481127309e-03	5.791261324168526237e+00	1.534255966791622239e+00	4.831982648819383996e-01
1.700000000000000000e+01	2.347226042664046775e-03	6.083358032219790879e+00	1.519013753487249652e+00	5.374730002078327296e-01
1.800000000000000000e+01	2.243253194873975637e-03	6.371920151802443755e+00	1.503922147700470724e+00	5.940963579196613109e-01
1.900000000000000000e+01	2.143735697177625438e-03	6.657094397056097179e+00	1.488979693300453988e+00	6.530105496155900191e-01
2.000000000000000000e+01	2.048895692749968730e-03	6.939006259875653448e+00	1.474184951778905628e+00	7.141597123247653833e-01
2.100000000000000000e+01	1.958811476373179591e-03	7.217763756106629458e+00	1.459536500406462878e+00	7.774896980385800349e-01
2.200000000000000000e+01	1.873458527349087729e-03	7.493460329929241936e+00	1.445032930900289836e+00	8.429479037771627770e-01
2.300000000000000000e+01	1.792739436190021827e-03	7.766177356183789016e+00	1.430672848251668183e+00	9.104831061599337749e-01
2.400000000000000000e+01	1.716506006449524530e-03	8.035985967004982911e+00	1.416454870050060544e+00	9.800453436594168677e-01
2.500000000000000000e+01	1.644576491071472355e-03	8.302948414113158648e+00	1.402377626121793064e+00	1.051585829069918931e+00
2.600000000000000000e+01	1.576748271805129614e-03	8.567119412680783697e+00	1.388439758106028821e+00	1.125056848028230139e+00
2.700000000000000000e+01	1.512815944006095552e-03	8.828547354004104619e+00	1.374639918861155996e+00	1.200411656187120313e+00
2.800000000000000000e+01	1.452562373296435337e-03	9.087274994011282914e+00	1.360976772665989154e+00	1.277604432916788824e+00
2.900000000000000000e+01	1.395767552048123809e-03	9.343340217821587856e+00	1.347448995003931227e+00	1.356590214022671992e+00
3.000000000000000000e+01	1.342223699885033202e-03	9.596776588559162491e+00	1.334055272369933043e+00	1.437324843339910396e+00
3.100000000000000000e+01	1.291747805364619386e-03	9.847614075658738031e+00	1.320794302100630979e+00	1.519764906685484140e+00
3.200000000000000000e+01	1.244155375269569803e-03	1.009587924325385799e+01	1.307664792652889929e+00	1.603867711969467758e+00
3.300000000000000000e+01	1.199242418537988224e-03	1.034159574479263100e+01	1.294665463765434898e+00	1.689591240629284119e+00
3.400000000000000000e+01	1.156803144530710618e-03	1.058478464877422809e+01	1.281795046274946559e+00	1.776894113039767520e+00
3.500000000000000000e+01	1.116718951928635361e-03	1.082546470091704904e+01	1.269052281206646926e+00	1.865735560193721554e+00
3.600000000000000000e+01	1.078834975176654574e-03	1.106365258591586276e+01	1.256435921018385971e+00	1.956075394260069711e+00
3.700000000000000000e+01	1.043006715477854665e-03	1.129936313682607540e+01	1.243944729104676350e+00	2.047873983427322742e+00
3.800000000000000000e+01	1.009100025281314339e-03	1.153260951211413676e+01	1.231577479863002811e+00	2.141092232691276909e+00
3.900000000000000000e+01	9.769911596584893079e-04	1.176340338108964900e+01	1.219332958530244149e+00	2.235691556091099930e+00
4.000000000000000000e+01	9.465649806307257098e-04	1.199175505213043280e+01	1.207209961319234859e+00	2.331633864014802882e+00
4.100000000000000000e+01	9.177142140523046653e-04	1.221767359466439729e+01	1.195207295456618191e+00	2.428881547852924427e+00
4.200000000000000000e+01	8.903390274893393380e-04	1.244116702606491565e+01	1.183323778490985134e+00	2.527397435885926580e+00
4.300000000000000000e+01	8.643484511569439694e-04	1.266224230799649320e+01	1.171558239231720977e+00	2.627144820579700113e+00
4.400000000000000000e+01	8.396571979094242556e-04	1.288090554018731204e+01	1.159909516633496285e+00	2.728087399394226953e+00
4.500000000000000000e+01	8.161838159658348860e-04	1.309716197373305135e+01	1.148376460756559636e+00	2.830189299329702646e+00
4.600000000000000000e+01	7.938515704960120165e-04	1.331101601864654604e+01	1.136957932841819785e+00	2.933415078076355709e+00
4.700000000000000000e+01	7.725935919631004125e-04	1.352247148870380400e+01	1.125652804090448988e+00	3.037729655941242779e+00
4.800000000000000000e+01	7.523508137852638307e-04	1.373153143477089699e+01	1.114459957371764398e+00	3.143098386334463701e+00
4.900000000000000000e+01	7.330695103482318120e-04	1.393819848015955998e+01	1.103378284667126508e+00	3.249486935676061172e+00
5.000000000000000000e+01	7.146798095296394687e-04	1.414247464298857615e+01	1.092406689093493366e+00	3.356861359167648828e+00
5.100000000000000000e+01	6.971328972199974548e-04	1.434436149314797504e+01	1.081544083979615101e+00	3.465188062955747661e+00
5.200000000000000000e+01	6.803820021235251975e-04	1.454386013797331145e+01	1.070789393052605787e+00	3.574433805224082494e+00
5.300000000000000000e+01	6.643830917552337803e-04	1.474097128325503370e+01	1.060141550218274498e+00	3.684565681316070762e+00
5.400000000000000000e+01	6.490943622360184325e-04	1.493569526324571228e+01	1.049599499575134987e+00	3.795551119382676752e+00
5.500000000000000000e+01	6.344770465310984632e-04	1.512803207155850416e+01	1.039162195344208950e+00	3.907357873935045411e+00
5.600000000000000000e+01	6.204946857378174129e-04	1.531798139043199747e+01	1.028828601820655386e+00	4.019954019841108561e+00
5.700000000000000000e+01	6.071129411216624099e-04	1.550554262090697222e+01	1.018597693325004494e+00	4.133307946350076811e+00
5.800000000000000000e+01	5.942994090728216878e-04	1.569071490464453689e+01	1.008468453473415627e+00	4.247388334004093657e+00
5.900000000000000000e+01	5.820247050087378003e-04	1.587349715734917233e+01	9.984398759699590897e-01	4.362164171421215819e+00
6.000000000000000000e+01	5.702621640719517538e-04	1.605388802650436375e+01	9.885109652724367590e-01	4.477604779561959347e+00
6.100000000000000000e+01	5.589874676205655807e-04	1.623188601280106980e+01	9.786807344585697344e-01	4.593679735406599463e+00
6.200000000000000000e+01	5.481779834717677349e-04	1.640748941891242652e+01	9.689482061906328214e-01	4.710358905702646481e+00
6.300000000000000000e+01	5.378025325007554976e-04	1.658069639264109085e+01	9.593124128592731559e-01	4.827612442095500889e+00
6.400000000000000000e+01	5.278445795315365530e-04	1.675150493586028233e+01	9.497723961257148462e-01	4.945410773957731543e+00
6.500000000000000000e+01	5.182829062448335257e-04	1.691991291375966000e+01	9.403272070980093211e-01	5.063724606395949124e+00
6.600000000000000000e+01	5.090991630411412965e-04	1.708591807339555046e+01	9.309759060465865321e-01	5.182524912184640620e+00
6.700000000000000000e+01	5.002754635547509033e-04	1.724951805536720428e+01	9.217175624265927514e-01	5.301782930261944138e+00
6.800000000000000000e+01	4.917951848684257469e-04	1.741071040532246172e+01	9.125512548280428904e-01	5.421470163208500281e+00
6.900000000000000000e+01	4.836425483506845771e-04	1.756949258660517543e+01	9.034760707952640413e-01	5.541558370716580306e+00
